6.6.25,Massachusetts St General Obligation BondRate/Coupon: 5.0%  Matures: 10/01/2038,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
6.6.26,Metropolitan Washington DC Arpts Auth Revenue BondRate/Coupon: 5.0%  Matures: 10/01/2030,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
6.6.27,Michigan St Fin Auth Revenue BondRate/Coupon: 5.0%  Matures: 11/15/2034,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
6.6.28,Missouri St Health & Educational Facs Auth Revenue BondRate/Coupon: 4.0%  Matures: 11/15/2042,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
6.6.29,Montana St Fin Auth Hosp Revenue BondRate/Coupon: 5.0%  Matures: 02/15/2031,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
6.6.30,Montgomery County TX Indpt Sch Dist Revenue BondRate/Coupon: 4.0%  Matures: 02/15/2033,Government SecuritiesMunicipal Security,Joint,"$100,001 - $250,000","Interest,","$2,501 - $5,000"
6.6.31,Nebraska Invt Hsg Fin Auth Revenue BondRate/Coupon: 4.125%  Matures: 09/01/2038,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
6.6.32,Nebraska Public Pwr Dist Revenue BondRate/Coupon: 2.216%  Matures: 01/01/2024,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$201 - $1,000"
6.6.33,New York NY General Obligation BondRate/Coupon: 5.646%  Matures: 06/01/2027,Government SecuritiesMunicipal Security,Joint,"$1,001 - $15,000","Interest,","$201 - $1,000"
6.6.34,New York St Dorm Auth Revenue BondRate/Coupon: 1.748%  Matures: 03/15/2028,Government SecuritiesMunicipal Security,Joint,"$1,001 - $15,000","Interest,","$201 - $1,000"
6.6.35,Ohio St Hospital Facs Revenue BondRate/Coupon: 5.0%  Matures: 01/01/2031,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
6.6.36,Omaha Neb Public Pwr Dist Revenue BondRate/Coupon: 5.0%  Matures: 02/01/2031,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$201 - $1,000"
6.6.37,Omaha Neb Public Pwr Dist Revenue BondRate/Coupon: 5.0%  Matures: 02/01/2034,Government SecuritiesMunicipal Security,Joint,"$100,001 - $250,000","Interest,","$5,001 - $15,000"
6.6.38,Omaha Neb Public Pwr Dist Revenue BondRate/Coupon: 5.0%  Matures: 02/01/2030,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
6.6.39,Omaha Neb Public Pwr Dist Revenue BondRate/Coupon: 5.0%  Matures: 02/01/2036,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
6.6.40,Port Auth of NY & NJ Revenue BondRate/Coupon: 5.0%  Matures: 07/15/2032,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
6.6.41,Reedy Creek Improvement Dist FL Revenue BondRate/Coupon: 1.869%  Matures: 06/01/2026,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
6.6.42,Sarpy County Neb Sch Dist General Obligation BondRate/Coupon: 5.0%  Matures: 12/15/2027,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
6.6.43,Southeast Cmnty College Area Neb Revenue BondRate/Coupon: 5.0%  Matures: 12/15/2027,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
6.6.44,Tallahassee FL Util Sys Revenue BondRate/Coupon: 5.0%  Matures: 10/01/2033,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
6.6.45,Texas Tech Univ Revenue BondRate/Coupon: 2.939%  Matures: 02/15/2024,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$201 - $1,000"
6.6.46,Texas St General Obligation BondRate/Coupon: 5.5%  Matures: 08/01/2030,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
6.6.47,Texas St Ref Mobility Fd BondRate/Coupon: 5.0%  Matures: 10/01/2035,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
6.6.48,University of Illinois Revenue BondRate/Coupon: 5.0%  Matures: 04/01/2039,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$201 - $1,000"
6.6.49,University of Nebraska Revenue BondRate/Coupon: 5.0%  Matures: 05/15/2029,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
6.6.50,Utah St Bd of Regents Revenue BondRate/Coupon: 5.847%  Matures: 08/01/2024,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$201 - $1,000"
6.6.51,Utah St Bd of Regents Revenue BondRate/Coupon: 1.99%  Matures: 11/01/2024,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
6.6.52,Virginia Sm Business Fin Auth Revenue BondRate/Coupon: 5.05  Matures: 10/01/2040,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
6.6.53,Virginia St Hsg Dev Auth Revenue BondRate/Coupon: 3.25%  Matures: 10/01/2026,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
6.6.54,Washington St Healthcare Facs Auth Revenue BondRate/Coupon: 5.0%  Matures: 08/01/2049,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
6.6.55,Westfield Ind High Sch Bldg Corp Revenue BondRate/Coupon: 5.0%  Matures: 07/15/2033,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
6.6.56,Westminster CO Wtr Revenue BondRate/Coupon: 4.0%  Matures: 12/01/2035,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$2,501 - $5,000"
6.6.57,Broward County Florida Airport System Revenue BondRate/Coupon: 5.25%  Matures: 10/01/2025,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
6.6.58,Cherry Creek Colorado Sch Dist General Obligation Bond Rate/Coupon: 2.1%  Matures: 12/15/2027,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
6.6.59,Chicago Ill Midway Airport Revenue BondRate/Coupon: 5.0%  Matures: 01/01/2029,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
6.6.60,Clark County Washington Pub Util Dist Revenue BondRate/Coupon: 5.0%  Matures: 01/01/2024,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$201 - $1,000"
6.6.61,Decatur Texas Hospital Auth Revenue BondRate/Coupon: 4.0%  Matures: 09/01/2034,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
6.6.62,Douglas County Kansas Sch Dist General Obligation BondRate/Coupon: 5.0%  Matures: 09/01/2037,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
6.6.63,Greater Orlando Aviation Auth Revenue BondRate/Coupon: 5.0%  Matures: 10/01/2027,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
6.6.64,Greenwood County SC Hospital Facs Revenue BondRate/Coupon: 4.0%  Matures: 10/01/2038,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$2,501 - $5,000"
6.6.65,Hawaii St Dept Transportation Airports Revenue BondRate/Coupon: 5.0%  Matures: 08/01/2027,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
6.6.66,Illinois St Toll Hwy Auth Revenue BondRate/Coupon: 5.0%  Matures: 11/01/2038,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
6.6.67,Intermountain Power Agy Utah Revenue BondRate/Coupon: 5.0%  Matures: 07/01/2036,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
6.6.68,Jersey City N J Taxable Revenue BondRate/Coupon: 6.0%  Matures: 07/12/2024,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
6.6.69,Metropolitan Govt Nashville & Davidson TN Revenue BondRate/Coupon: 5.0%  Matures: 07/01/2035,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
6.6.70,Miami-Dade County FL Wtr & Swr Revenue BondRate/Coupon: 4.0%  Matures: 10/01/2039,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
6.6.71,Nebraska Invt Hsg Fin Auth Revenue BondRate/Coupon: 4.3%  Matures: 09/01/2038,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","None,",None (or less than $201)
6.6.72,New Jersey St Transn Fin Auth Revenue BondRate/Coupon: 5.25%  Matures: 6/15/2032,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
6.6.73,North Carolina Housing Fin Agency Revenue BondRate/Coupon: 4.2%  Matures: 07/01/2040,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
6.6.74,New York St Dorm Auth Revenue BondRate/Coupon: 5.0%  Matures: 03/15/2039,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
6.6.75,Orland Park Ill General Obligation BondRate/Coupon: 5.0%  Matures: 12/01/2036,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
6.6.76,Raleigh NC Comb Enterprise Sys Revenue BondRate/Coupon: 4.0%  Matures: 12/01/2034,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$201 - $1,000"
6.6.77,South Carolina Jobs Revenue BondRate/Coupon: 2.729%  Matures: 07/01/2030,Government SecuritiesMunicipal Security,Joint,"$1,001 - $15,000","Interest,",None (or less than $201)
6.6.78,Terre Haute Ind San Dist Revenue BondRate/Coupon: 5.25%  Matures: 09/28/2028,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
6.6.79,Triborough Bridge & Tunnel NY Revenue BondRate/Coupon: 5.0%  Matures: 05/15/2039,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
6.6.80,University of California Revenue BondRate/Coupon: 0.883%  Matures: 05/15/2025,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$201 - $1,000"
6.6.81,Virginia St Pub Bldg Auth Revenue BondRate/Coupon: 4.0%  Matures: 08/01/2031,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$2,501 - $5,000"
6.6.82,Washington St Healthcare Facs Auth Revenue BondRate/Coupon: 5.0%  Matures: 10/01/2038,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
6.6.83,Colorado Health Facs Auth Revenue BondRate/Coupon: 5.5%  Matures: 11/01/2047,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
6.6.84,Florida State Turnpike Auth Revenue BondRate/Coupon: 5.0%  Matures: 07/01/2040,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","None,",None (or less than $201)
6.6.85,Galveston Texas Wharves & Term Revenue Bond Ser ARate/Coupon: 5.0%  Matures: 08/01/2033,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","None,",None (or less than $201)
6.6.86,Hall County Nebraska Sch Dist No 2 Revenue BondRate/Coupon: 5.0%  Matures: 12/15/2035,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","None,",None (or less than $201)
6.6.87,Holt Michigan Pub Schools General Obligation BondRate/Coupon: 5.0%  Matures: 05/01/2041,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","None,",None (or less than $201)
6.6.88,Idaho Hsg & Finance Revenue BondRate/Coupon: 5.25%  Matures: 08/15/2048,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","None,",None (or less than $201)
6.6.89,Irving Texas Indpt Sch Dist Revenue BondRate/Coupon: 5.0%  Matures: 02/15/2040,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
6.6.90,Louisiana Pub Facs Auth Hospital Revenue BondRate/Coupon: 5.0%  Matures: 07/01/2047,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","None,",None (or less than $201)
6.6.91,Metropolitan Washington DC Arpts Auth Revenue BondRate/Coupon: 6.625%  Matures: 10/01/2037,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","None,",None (or less than $201)
6.6.92,Minnesota Agr-Econ Dev Board Revenue Health Care BondRate/Coupon: 5.25%  Matures: 01/01/2047,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
6.6.93,Nebraska Invt Hsg Fin Auth Revenue BondRate/Coupon: 4.5%  Matures: 09/01/2044,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
6.6.94,Nevada Sys Higher Ed Revenue BondRate/Coupon: 5.0%  Matures: 07/01/2037,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","None,",None (or less than $201)
6.6.95,Northwest Allen Ind Sch Dist Revenue BondRate/Coupon: 5.0%  Matures: 07/15/2038,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","None,",None (or less than $201)
6.6.96,Omaha Nebraska Arpt Auth Revenue BondRate/Coupon: 5.25%  Matures: 12/15/2039,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","None,",None (or less than $201)
6.6.97,Omaha Nebraska Tax Revenue BondRate/Coupon: 5.0%  Matures: 04/15/2038,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","None,",None (or less than $201)
6.6.98,Omaha Nebraska Tax Revenue BondRate/Coupon: 5.0%  Matures: 04/15/2040,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
6.6.99,Princeton Texas Indpt Sch Dist Tax Revenue BondRate/Coupon: 5.0%  Matures: 02/15/2039,Government SecuritiesMunicipal Security,Joint,"$100,001 - $250,000","Interest,",None (or less than $201)
6.6.100,Public Power Agency of Nebraska Revenue BondRate/Coupon: 5.0%  Matures: 01/01/2037,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","None,",None (or less than $201)
6.6.101,Pulaski County Arkansas Hospital Revenue BondRate/Coupon: 5.0%  Matures: 03/01/2039,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
6.6.102,Rhode Island St Health & Ed Hospital Revenue BondRate/Coupon: 5.0%  Matures: 05/15/2039,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$201 - $1,000"
6.6.103,San Antonio Texas Elec & Gas Revenue BondRate/Coupon: 5.0%  Matures: 02/01/2039,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","None,",None (or less than $201)
6.6.104,Skagit County Washington Hosp Dist No 1 Revenue BondRate/Coupon: 5.5%  Matures: 12/01/2043,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$201 - $1,000"
6.6.105,South Dakota State Health & Ed Facs Auth Revenue BondRate/Coupon: 4.0%  Matures: 07/01/2044,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$201 - $1,000"
6.6.106,St Clair County Alabama Sch Dist Revenue BondRate/Coupon: 5.0%  Matures: 02/01/2038,Government SecuritiesMunicipal Security,Joint,"$100,001 - $250,000","None,",None (or less than $201)
6.6.107,Wisconsin State General Obligation BondRate/Coupon: 5.0%  Matures: 05/01/2042,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
6.7,"BITKRAFT Ventures Fund II, L.P.Description: Private Investment Fund (Denver, CO)",Investment FundPrivate Equity Fund,Joint,"$250,001 - $500,000","None,",None (or less than $201)
6.8,"BITKRAFT Ventures Token Fund I, L.P.Description: Private Investment Fund (Denver, CO)",Investment FundPrivate Equity Fund,Joint,"$50,001 - $100,000","None,",None (or less than $201)
6.9,"BITKRAFT Ventures Token Fund II, L.P.Description: Private Investment Fund (Denver, CO)",Investment FundPrivate Equity Fund,Joint,"$50,001 - $100,000","None,",None (or less than $201)
6.10,"RPM Ventures IV, L.P.Description: Private Investment Fund (Ann Arbor, MI)",Investment FundPrivate Equity Fund,Joint,"$250,001 - $500,000","None,",None (or less than $201)
6.11,"StepStone VC Secondaries Fund IV, L.P.Description: Private Investment Fund (New York, NY)",Investment FundPrivate Equity Fund,Joint,"$250,001 - $500,000","Excepted Investment Fund,","$5,001 - $15,000"
6.12,"StepStone VC Secondaries Fund V, L.P.Description: Private Investment Fund (New York, NY)",Investment FundPrivate Equity Fund,Joint,"$250,001 - $500,000","None,",None (or less than $201)
6.13,"Third Point Venture Fund I LPDescription: Private Investment Fund (New York, NY)",Investment FundPrivate Equity Fund,Joint,"$100,001 - $250,000","Excepted Investment Fund,","$1,001 - $2,500"
6.14,"Third Point Venture Fund II LPDescription: Private Investment Fund (New York, NY)",Investment FundPrivate Equity Fund,Joint,"$50,001 - $100,000","Excepted Investment Fund,",None (or less than $201)
6.15,"Hony Capital Fund III, LPDescription: Private Investment Fund (Beijing, China) Filer comment:  Fund comprised of approx. 90% in cash; filer understands fund to be in wind-down since 2018.",Investment FundPrivate Equity Fund,Joint,"$1,001 - $15,000","Excepted Investment Fund,",None (or less than $201)
6.16,UBS - Alt Brokerage,Brokerage/Managed Account,Joint,,,
6.16.1,"Alphakeys Millennium FD III LLC Class BDescription: Hedge Fund (New York, NY)",Investment FundHedge Fund,Joint,"$500,001 - $1,000,000","Excepted Investment Fund,","$50,001 - $100,000"
6.16.2,"UBS Bank(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Joint,"$15,001 - $50,000","Interest,","$2,501 - $5,000"
6.17,Citi Alt Brokerage Account,Brokerage/Managed Account,Joint,,,
6.17.1,"Mariner Atlantic Multi-Strategy Fund, L.P.Description: Hedge Fund (New York, NY)",Investment FundHedge Fund,Joint,"$250,001 - $500,000","Excepted Investment Fund,","$15,001 - $50,000"
6.18,"Whitehaven Credit Opportunities Fund, LPDescription: Hedge Fund (New York, NY)",Investment FundHedge Fund,Joint,"$250,001 - $500,000","Excepted Investment Fund,","$15,001 - $50,000"
6.19,"CL Note Investment LLCCompany: CL Note Investment LLC (Wilmington, DE) Description: Holding company",Business EntityLimited Liability Company (LLC),Joint,,,
6.19.1,"Eagle Football Holdings BIDCO Limited - Series ACompany: Eagle Football Holdings BIDCO Limited - Series A (London, UK) Description: Sports team ownership",Corporate SecuritiesNon-Public Stock,Joint,"$1,000,001 - $5,000,000","Dividends,","$100,001 - $1,000,000"
6.19.2,"Eagle Football Holdings BIDCO Limited - Series B1 NoteCompany: Eagle Football Holdings BIDCO Limited (London, UK) Description: Sports team ownership",Corporate SecuritiesNon-Public Stock,Joint,"$500,001 - $1,000,000","Dividends,","$100,001 - $1,000,000"
6.19.3,"Citibank(New York, NY)Type: Checking,",Bank Deposit,Joint,"$1,001 - $15,000","Interest,","$201 - $1,000"
6.20,"UBS Bank(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Joint,"None (or less than $1,001)","Interest,","$5,001 - $15,000"
6.21,JP Morgan Brokerage - SCHW,Brokerage/Managed Account,Joint,,,
6.21.1,SCHW - The Charles Schwab Corp,Corporate SecuritiesStock,Joint,"$5,000,001 - $25,000,000","Dividends,","$100,001 - $1,000,000"
6.22,"Bank of America(New York, NY)Type: Savings,",Bank Deposit,Joint,"$15,001 - $50,000","Interest,","$201 - $1,000"
6.23,JPM Brokerage Account - 96NE Alts,Brokerage/Managed Account,Joint,,,
6.23.1,"Aristeia Partners, L.P.Description: Private Investment Partnership (Greenwich, CT)",Investment FundPrivate Equity Fund,Joint,"$100,001 - $250,000","Excepted Investment Fund,","$5,001 - $15,000"
6.23.2,"JP Morgan(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Joint,"$1,001 - $15,000","Interest,","$201 - $1,000"
7,"First National Bank of Omaha(Omaha, Nebraska)Type: Checking,",Bank Deposit,Self,"$250,001 - $500,000","Interest,",None (or less than $201)
8,"First National Bank of Omaha(Omaha, NE)Type: Checking,",Bank Deposit,Joint,"$500,001 - $1,000,000","Interest,","$201 - $1,000"
9,"Frontier Bank(Omaha, NE)Type: Checking,",Bank Deposit,Self,"$100,001 - $250,000","Interest,","$201 - $1,000"
10,"Pinnacle Bank(Lincoln, NE)Type: Checking,",Bank Deposit,Self,"$15,001 - $50,000","Interest,","$201 - $1,000"
11,Schwab 1,Brokerage/Managed Account,Joint,,,
11.1,NLY - Annaly Capital Management Inc Common Stock,Corporate SecuritiesStock,Joint,"$1,001 - $15,000","Dividends,","$201 - $1,000"
11.2,"Charles Schwab(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Joint,"$1,001 - $15,000","Interest,",None (or less than $201)
12,Schwab 2,Brokerage/Managed Account,Self,,,
12.1,Douglas County Neb Sch Dist General Obligation BondRate/Coupon: 5.0%  Matures: 12/15/2031,Government SecuritiesMunicipal Security,Self,"$100,001 - $250,000","Interest,","$2,501 - $5,000"
12.2,Douglas County Neb Sch Dist General Obligation BondRate/Coupon: 4.0%  Matures: 12/15/2032,Government SecuritiesMunicipal Security,Self,"$100,001 - $250,000","Interest,","$2,501 - $5,000"
12.3,Puerto Rico Elec Pwr Revenue BondRate/Coupon: 5.25%  Matures: 07/01/2022,Government SecuritiesMunicipal Security,Self,"$50,001 - $100,000","Interest,","$5,001 - $15,000"
12.4,"Charles Schwab(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Self,"$50,001 - $100,000","Interest,","$201 - $1,000"
13,Schwab 3,Brokerage/Managed Account,Self,,,
13.1,SCHW - Charles Schwab Corporation (The) Common Stock,Corporate SecuritiesStock,Self,"$1,000,001 - $5,000,000","Dividends,","$15,001 - $50,000"
13.2,"Charles Schwab(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Self,"$5,000,001 - $25,000,000","Interest,","$100,001 - $1,000,000"
14,Schwab IRA,Retirement PlansIRA,Self,,,
14.1,ILCG - iShares Morningstar Large-Cap Growth ETF,Mutual FundsExchange Traded Fund/Note,Self,"$500,001 - $1,000,000","None,",None (or less than $201)
14.2,IVV - iShares Core S&P 500 ETF,Mutual FundsExchange Traded Fund/Note,Self,"$500,001 - $1,000,000","None,",None (or less than $201)
14.3,EEM - iShares MSCI Emerging Index Fund,Mutual FundsExchange Traded Fund/Note,Self,"$50,001 - $100,000","None,",None (or less than $201)
14.4,IEF - iShares 7-10 Year Treasury Bond ETF,Mutual FundsExchange Traded Fund/Note,Self,"$15,001 - $50,000","None,",None (or less than $201)
14.5,SHY - iShares 1-3 Year Treasury Bond ETF,Mutual FundsExchange Traded Fund/Note,Self,"$15,001 - $50,000","None,",None (or less than $201)
14.6,EFA - iShares MSCI EAFE ETF,Mutual FundsExchange Traded Fund/Note,Self,"$100,001 - $250,000","None,",None (or less than $201)
14.7,IWD - iShares Russell 1000 Value ETF,Mutual FundsExchange Traded Fund/Note,Self,"$250,001 - $500,000","None,",None (or less than $201)
14.8,IWM - iShares Russell 2000 ETF,Mutual FundsExchange Traded Fund/Note,Self,"$100,001 - $250,000","None,",None (or less than $201)
14.9,SCHW - Charles Schwab Corporation (The) Common Stock,Corporate SecuritiesStock,Self,"$5,000,001 - $25,000,000","None,",None (or less than $201)
14.10,CWB - SPDR Bloomberg Convertible Securities ETF,Mutual FundsExchange Traded Fund/Note,Self,"$15,001 - $50,000","None,",None (or less than $201)
14.11,VOE - Vanguard Mid-Cap Value ETF,Mutual FundsExchange Traded Fund/Note,Self,"$100,001 - $250,000","None,",None (or less than $201)
14.12,"Charles Schwab(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Self,"$500,001 - $1,000,000","None,",None (or less than $201)
15,Schwab IRA (SS),Retirement PlansIRA,Spouse,,,
15.1,VWELX - Vanguard Wellington Income Fund,Mutual FundsMutual Fund,Spouse,"$1,001 - $15,000","None,",None (or less than $201)
16,"Drakon LLCCompany: Drakon LLC (Omaha, NE) Description: Holding company",Business EntityLimited Liability Company (LLC),Self,,,
16.1,"Bye UAS Inc. DBA Silent FalconCompany: Bye UAS Inc. DBA Silent Falcon (Albuquerque, NM) Description: Aerospace manufacturing",Corporate SecuritiesNon-Public Stock,Self,"$50,001 - $100,000","None,",None (or less than $201)
16.2,"Account Receivable from DW1524 Inc.Company: DW1524 Inc. (Chicago, IL)",Accounts ReceivableFrom a Business,Self,"$50,001 - $100,000","None,",None (or less than $201)
16.3,"Promissory Note from Palacio Enterprises Inc.Company: Palacio Enterprises Inc. (Omaha, NE)",Accounts ReceivableFrom a Business,Self,"$15,001 - $50,000","None,",None (or less than $201)
16.4,"Skyvu EntertainmentCompany: Skyvu Entertainment (Omaha, NE) Description: Video game development",Corporate SecuritiesNon-Public Stock,Self,"$50,001 - $100,000","None,",None (or less than $201)
16.5,"Office suite 1Description: Office suite 1 (Omaha, NE)",Real EstateCommercial,Self,"$250,001 - $500,000","None,",None (or less than $201)
16.6,"Office suite 2Description: Office suite 2 (Omaha, NE)",Real EstateCommercial,Self,"$250,001 - $500,000","None,",None (or less than $201)
16.7,"Office suite 3Description: Office suite 3 (Omaha, NE)",Real EstateCommercial,Self,"$250,001 - $500,000","None,",None (or less than $201)
16.8,"SGI Mongolia Mining Services L.P.Company: SGI Mongolia Mining Services L.P. (Road Town, Tortola, British Virgin Islands) Description: Limited Partnership",Business EntityLimited Partnership (LP),Self,,,
16.8.1,"Account receivable from Geosan LLCCompany: Geosan LLC (Ulaanbaatar, Mongolia) Filer comment:  Receivable from sale of Geosan LLC",Accounts ReceivableFrom a Business,Self,"$50,001 - $100,000","None,",None (or less than $201)
17,"Brown Advisory Investors - Silver Lake Partners III Description: Private Investment Partnership (Baltimore, MD)",Investment FundPrivate Equity Fund,Joint,"$250,001 - $500,000","Excepted Investment Fund,","$15,001 - $50,000"
18,"KKR Independence Energy Private Investors LPDescription: Private Investment Partnership (New York, NY) Filer comment:  f/k/a KKR EIGF I Private Investors Feeder LP; private equity fund investing in energy companies",Investment FundPrivate Equity Fund,Self,"$50,001 - $100,000","Excepted Investment Fund,","$15,001 - $50,000"
19,"Schulze Global Ethiopia Growth & Transformation Fund I, LPDescription: Private Investment Partnership (George Town, Cayman Islands)",Investment FundPrivate Equity Fund,Self,"$250,001 - $500,000","None,",None (or less than $201)
20,"Techstars Accelerator 2021, L.P.Description: Private Investment Partnership (New York, NY)",Investment FundPrivate Equity Fund,Self,"$500,001 - $1,000,000","None,",None (or less than $201)
21,"AlphaKeys Euro Real Estate FundDescription: Private Investment Partnership (New York, NY)",Investment FundPrivate Equity Fund,Self,"$15,001 - $50,000","None,",None (or less than $201)
22,"Mercatus, LLCCompany: Mercatus, LLC (Omaha, NE) Description: Holding company",Business EntityLimited Liability Company (LLC),Spouse,,,
