7.1.9,PONPX - Pimco Income Fund Class I-2Filer comment:  No longer held,Mutual FundsMutual Fund,Spouse,"None (or less than $1,001)","Excepted Investment Fund,","$1,001 - $2,500"
7.1.10,SVFFX - Smead Value Fund - Class I1Filer comment:  No longer held,Mutual FundsMutual Fund,Spouse,"None (or less than $1,001)","Excepted Investment Fund,","$5,001 - $15,000"
7.1.11,HYMB - SPDR Nuveen Bloomberg High Yield Municipal Bond ETFiler comment:  No longer held,Mutual FundsExchange Traded Fund/Note,Spouse,"None (or less than $1,001)","Excepted Investment Fund,","$1,001 - $2,500"
7.1.12,RLY - SSGA Multi-Asset Real Return ETF SPDRFiler comment:  No longer held,Mutual FundsExchange Traded Fund/Note,Spouse,"None (or less than $1,001)","Excepted Investment Fund,","$5,001 - $15,000"
7.1.13,PRWAX - T. Rowe Price All-Cap Opportunities FundFiler comment:  No longer held,Mutual FundsMutual Fund,Spouse,"None (or less than $1,001)","Excepted Investment Fund,","$15,001 - $50,000"
7.1.14,TSIIX - Thornburg Strategic Income Fund Class I ShsFiler comment:  No longer held,Mutual FundsMutual Fund,Spouse,"None (or less than $1,001)","Excepted Investment Fund,","$2,501 - $5,000"
7.1.15,VTV - Vanguard Value ETFFiler comment:  No longer held,Mutual FundsExchange Traded Fund/Note,Spouse,"None (or less than $1,001)","Excepted Investment Fund,","$15,001 - $50,000"
7.1.16,GQG Partners Emerging Markets Equity Inst (GQGIX)Filer comment:  No longer held,Mutual FundsMutual Fund,Spouse,"None (or less than $1,001)","Excepted Investment Fund,","$2,501 - $5,000"
7.2,Merrill Lynch Acct 4,Brokerage/Managed Account,Spouse,,,
7.2.1,ABT - Abbott Laboratories Common StockFiler comment:  No longer held,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Capital Gains,","$15,001 - $50,000"
7.2.2,"ADP - Automatic Data Processing, Inc. - Common StockFiler comment:  No longer held",Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends, Capital Gains,","$2,501 - $5,000"
7.2.3,BRK.B - Berkshire Hathaway Inc. New Common StockFiler comment:  No longer held,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Capital Gains,","$15,001 - $50,000"
7.2.4,"BLK - BlackRock, Inc. Common StockFiler comment:  Donated in full - no reportable transaction",Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends,","$2,501 - $5,000"
7.2.5,BX - Blackstone Inc. Common StockFiler comment:  Donated in full - no underlying transaction,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends, Interest,","$2,501 - $5,000"
7.2.6,AVGO - Broadcom Inc. - Common StockFiler comment:  Donated in full - no underlying transaction,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends,","$2,501 - $5,000"
7.2.7,"CF - CF Industries Holdings, Inc. Common StockFiler comment:  No longer held",Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends, Capital Gains,","$15,001 - $50,000"
7.2.8,CMCSA - Comcast Corporation - Class A Common StockFiler comment:  Donated in full - no underlying transaction,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends,","$1,001 - $2,500"
7.2.9,COP - ConocoPhillips Common StockFiler comment:  Donated in full - no underlying transaction,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends,","$2,501 - $5,000"
7.2.10,EMR - Emerson Electric Company Common StockFiler comment:  No longer held,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends, Capital Gains,","$2,501 - $5,000"
7.2.11,GD - General Dynamics Corporation Common StockFiler comment:  No longer held,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends, Capital Gains,","$2,501 - $5,000"
7.2.12,"HD - Home Depot, Inc. (The) Common StockFiler comment:  Donated in full - no underlying transaction",Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends,","$2,501 - $5,000"
7.2.13,HON - Honeywell International Inc. - Common StockFiler comment:  Donated in full - no underlying transaction,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends,","$1,001 - $2,500"
7.2.14,IWD - iShares Russell 1000 Value ETFFiler comment:  No longer held,Mutual FundsExchange Traded Fund/Note,Spouse,"None (or less than $1,001)","Excepted Investment Fund,","$15,001 - $50,000"
7.2.15,JNJ - Johnson & Johnson Common StockFiler comment:  No longer held,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends, Capital Gains,","$15,001 - $50,000"
7.2.16,MCD - McDonald's Corporation Common StockFiler comment:  No longer held,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends, Capital Gains,","$5,001 - $15,000"
7.2.17,MDT - Medtronic plc. Ordinary SharesFiler comment:  No longer held,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends, Capital Gains,","$2,501 - $5,000"
7.2.18,MRK - Merck & CoFiler comment:  No longer held,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends, Capital Gains,","$15,001 - $50,000"
7.2.19,MSFT - Microsoft Corporation - Common StockFiler comment:  Donated in full - no underlying transaction,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends,","$2,501 - $5,000"
7.2.20,"Merrill Lynch(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Spouse,"None (or less than $1,001)","Interest,","$201 - $1,000"
7.2.21,MS - Morgan Stanley Common StockFiler comment:  Donated in full - no underlying transaction,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends,","$1,001 - $2,500"
7.2.22,NVO - Novo Nordisk A/S Common StockFiler comment:  No longer held,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Capital Gains,","$15,001 - $50,000"
7.2.23,PG - Procter & Gamble Company (The) Common StockFiler comment:  No longer held,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends,","$1,001 - $2,500"
7.2.24,"PLD - Prologis, Inc. Common StockFiler comment:  No longer held",Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends, Capital Gains,","$2,501 - $5,000"
7.2.25,UNP - Union Pacific Corporation Common StockFiler comment:  No longer held,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends,","$1,001 - $2,500"
7.2.26,"YUM - Yum! Brands, Inc.Filer comment:  No longer held",Corporate SecuritiesStock,Spouse,"None (or less than $1,001)","Dividends, Capital Gains,","$2,501 - $5,000"
7.3,Merrill Lynch Acct 5,Brokerage/Managed Account,Spouse,,,
7.3.1,"CSP II Distressed Opportunities TrustDescription: Private Investment Partnership (New York, NY)",Investment FundPrivate Equity Fund,Spouse,"$1,001 - $15,000","Excepted Investment Fund,","$5,001 - $15,000"
7.3.2,"CSP III Distressed Opportunities TrustDescription: Private Investment Partnership (New York, NY)",Investment FundPrivate Equity Fund,Spouse,"$50,001 - $100,000","Excepted Investment Fund,","$2,501 - $5,000"
7.3.3,"GSO Mezzanine Finance TrustDescription: Private Investment Partnership (New York, NY)",Investment FundPrivate Equity Fund,Spouse,"$100,001 - $250,000","None,",None (or less than $201)
7.3.4,"GSO Mezzanine Finance Trust IIDescription: Private Investment Partnership (New York, NY)",Investment FundPrivate Equity Fund,Spouse,"$100,001 - $250,000","None,",None (or less than $201)
7.3.5,"ORBIMED Healthcare Investments TrustDescription: Private Investment Partnership (New York, NY)",Investment FundPrivate Equity Fund,Spouse,"$15,001 - $50,000","None,",None (or less than $201)
7.3.6,"Merrill Lynch(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Spouse,"$100,001 - $250,000","Interest,","$15,001 - $50,000"
7.4,UBS Account 7,Brokerage/Managed Account,Spouse,,,
7.4.1,MUB - iShares National Muni Bond ETF,Mutual FundsExchange Traded Fund/Note,Spouse,"Over $1,000,000 and held independently by spouse or dependent child","Excepted Investment Fund,","$5,001 - $15,000"
7.4.2,"UBS Bank(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Spouse,"Over $1,000,000 and held independently by spouse or dependent child","Interest,","$100,001 - $1,000,000"
7.4.3,VEA - Vanguard FTSE Developed Markets ETF,Mutual FundsExchange Traded Fund/Note,Spouse,"$500,001 - $1,000,000","Excepted Investment Fund,","$5,001 - $15,000"
7.4.4,VWO - Vanguard FTSE Emerging Markets ETF,Mutual FundsExchange Traded Fund/Note,Spouse,"$500,001 - $1,000,000","Excepted Investment Fund,","$5,001 - $15,000"
7.4.5,VO - Vanguard Mid-Cap ETF,Mutual FundsExchange Traded Fund/Note,Spouse,"$500,001 - $1,000,000","Excepted Investment Fund,","$2,501 - $5,000"
7.4.6,Vanguard S&P 500 ETF (VOO),Mutual FundsExchange Traded Fund/Note,Spouse,"Over $1,000,000 and held independently by spouse or dependent child","Excepted Investment Fund,","$2,501 - $5,000"
7.4.7,Vanguard Small-Cap Index Fund ETF Shares (VB),Mutual FundsExchange Traded Fund/Note,Spouse,"$500,001 - $1,000,000","Excepted Investment Fund,","$2,501 - $5,000"
8,Non-Exempt Trust AFiler comment:  Asset valuation reflects reportable portion; transaction reports not required due to indirect trust,TrustGeneral Trust,Joint,,,
8.1,UBS Account 2,Brokerage/Managed Account,Joint,,,
8.1.1,"UBS Bank(New York, NY)Type: Brokerage Sweep Account, Savings,",Bank Deposit,Joint,"$500,001 - $1,000,000","Interest,","$15,001 - $50,000"
8.1.2,IEFA - iShares Core MSCI EAFE ETF,Mutual FundsExchange Traded Fund/Note,Joint,"$1,000,001 - $5,000,000","Excepted Investment Fund,","$50,001 - $100,000"
8.1.3,IEMG - iShares Core MSCI Emerging Markets ETF,Mutual FundsExchange Traded Fund/Note,Joint,"$500,001 - $1,000,000","Excepted Investment Fund,","$15,001 - $50,000"
8.1.4,IVV - iShares Core S&P 500 ETF,Mutual FundsExchange Traded Fund/Note,Joint,"$1,000,001 - $5,000,000","Excepted Investment Fund,","$50,001 - $100,000"
8.1.5,JP Morgan Chase & Co. Perpetual BondRate/Coupon: 8.549%  Matures: 05/20/2049,Corporate SecuritiesCorporate Bond,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
8.1.6,Barclays Bank PLC CAL Lkd 24Rate/Coupon: Zero Coupon  Matures: 03/21/2024,Corporate SecuritiesCorporate Bond,Joint,"None (or less than $1,001)","Interest,","$2,501 - $5,000"
8.1.7,Bank of America Fin LLC CAL Lkd 24Rate/Coupon: Zero Coupon  Matures: 09/26/2024,Corporate SecuritiesCorporate Bond,Joint,"None (or less than $1,001)","Interest,","$2,501 - $5,000"
8.1.8,Citigroup Inc. PerpetualRate/Coupon: 9.698%  Matures: 12/31/2049,Corporate SecuritiesCorporate Bond,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
8.2,Citi Custody Acct 2,Brokerage/Managed Account,Joint,,,
8.2.1,BSIIX - Blackrock Strategic Income Opportunities Portfol,Mutual FundsMutual Fund,Joint,"$100,001 - $250,000","Excepted Investment Fund,","$5,001 - $15,000"
8.2.2,DMCRX - Driehaus Micro Cap Growth Fund,Mutual FundsMutual Fund,Joint,"$100,001 - $250,000","Excepted Investment Fund,","$1,001 - $2,500"
8.2.3,PMFLX - Pimco Flexible Municipal Income Fund Institution,Mutual FundsMutual Fund,Joint,"$250,001 - $500,000","Excepted Investment Fund,","$5,001 - $15,000"
8.2.4,RMBMX - Rmb Smid Cap Fund Class I,Mutual FundsMutual Fund,Joint,"$100,001 - $250,000","Excepted Investment Fund,","$15,001 - $50,000"
8.2.5,"Citibank(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Joint,"$15,001 - $50,000","Interest,","$50,001 - $100,000"
8.3,Citi Account 2,Brokerage/Managed Account,Joint,,,
8.3.1,Bank of America PerpetualRate/Coupon: 5.125%  Matures: 12/31/2049Filer comment:  Income treated as dividends due to derivative nature of asset,Corporate SecuritiesCorporate Bond,Joint,"$50,001 - $100,000","Dividends,","$2,501 - $5,000"
8.3.2,Citigroup Inc. PerpetualRate/Coupon: 5.0%  Matures: 12/31/2049Filer comment:  Income treated as dividends due to derivative nature of asset,Corporate SecuritiesCorporate Bond,Joint,"$50,001 - $100,000","Dividends,","$1,001 - $2,500"
8.3.3,Citigroup Inc. PerpetualRate/Coupon: 4.7%  Matures: 12/31/2049Filer comment:  Income treated as dividends due to derivative nature of asset,Corporate SecuritiesCorporate Bond,Joint,"$1,001 - $15,000","Dividends,","$201 - $1,000"
8.3.4,Goldman Sachs Group PerpetualRate/Coupon: 4.95%  Matures: 12/31/2049Filer comment:  Income treated as dividends due to derivative nature of asset,Corporate SecuritiesCorporate Bond,Joint,"$50,001 - $100,000","Dividends,","$2,501 - $5,000"
8.3.5,GS Fin Corp. Zero CouponRate/Coupon: Zero Coupon  Matures: 10/05/2023,Corporate SecuritiesCorporate Bond,Joint,"None (or less than $1,001)","Interest,","$5,001 - $15,000"
8.3.6,Wells Fargo & Co. PerpetualRate/Coupon: 5.9%  Matures: 12/31/2049Filer comment:  Income treated as dividends due to derivative nature of asset.,Corporate SecuritiesCorporate Bond,Joint,"$50,001 - $100,000","Dividends,","$2,501 - $5,000"
8.3.7,"Citibank(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Joint,"$250,001 - $500,000","Interest,","$2,501 - $5,000"
8.4,UBS Account 8,Brokerage/Managed Account,Joint,,,
8.4.1,SCHW - Charles Schwab Corporation (The) Common Stock,Corporate SecuritiesStock,Joint,"$5,000,001 - $25,000,000","Dividends,","$100,001 - $1,000,000"
8.4.2,SCHW - Charles Schwab Corporation (The) Common StockStrike price: $94.00 | CallExpires: 04/06/2023,Corporate SecuritiesStock Option,Joint,"None (or less than $1,001)","Capital Gains,","$100,001 - $1,000,000"
8.5,UBS Account 3,Brokerage/Managed Account,Joint,,,
8.5.1,"UBS Bank(New York, NY)Type: Brokerage Sweep Account, Savings,",Bank Deposit,Joint,"$250,001 - $500,000","Interest,","$15,001 - $50,000"
8.6,Bank of America - Nuveen Muni Account,Brokerage/Managed Account,Joint,,,
8.6.1,Albuquerque NM Mun Sch Dist General Obligation BondRate/Coupon: 5.0%  Matures: 08/01/2035,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.2,Broward County Florida Airport System Revenue BondRate/Coupon: 5.0%  Matures: 10/01/2033,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.3,Buffalo Grove IL General Obligation BondRate/Coupon: 5.0%  Matures: 12/30/2037,Government SecuritiesMunicipal Security,Joint,"$1,001 - $15,000","Interest,","$201 - $1,000"
8.6.4,Burlington County NJ Bridge Commission Revenue BondRate/Coupon: 4.5%  Matures: 08/09/2023Filer comment:  No longer held,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,",None (or less than $201)
8.6.5,Charleston County SC Arpt Sys Revenue BondRate/Coupon: 5.0%  Matures: 07/01/2043Filer comment:  No longer held,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$2,501 - $5,000"
8.6.6,Colorado Health Facs Auth Revenue BondRate/Coupon: 4.0%  Matures: 01/01/2035,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$201 - $1,000"
8.6.7,Cooper Green Mercy Health Svcs Auth AL Revenue BondRate/Coupon: 5.0%  Matures: 09/01/2038,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.8,Collier County FL Wtr-Swr Dist Revenue BondRate/Coupon: 5.0%  Matures: 07/01/2034,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.9,"Bank of America(New York, NY)Type: Brokerage Sweep Account,",Bank Deposit,Joint,"$15,001 - $50,000","Interest,","$5,001 - $15,000"
8.6.10,Denton County TX General Obligation BondRate/Coupon: 2.416%  Matures: 07/15/2023Filer comment:  No longer held,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
8.6.11,Douglas County Neb Hosp Auth Revenue BondRate/Coupon: 5.0%  Matures: 11/15/2035,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.12,Douglas County Neb Sch Dist General Obligation BondRate/Coupon: 5.0%  Matures: 12/15/2030,Government SecuritiesMunicipal Security,Joint,"$100,001 - $250,000","Interest,","$5,001 - $15,000"
8.6.13,Douglas County Neb Sch Dist General Obligation BondRate/Coupon: 5.0%  Matures: 12/1/2039,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","None,",None (or less than $201)
8.6.14,Elk Grove Village IL General Obligation BondRate/Coupon: 5.0%  Matures: 01/01/2029,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.15,Florida St Bd of Educ Revenue BondRate/Coupon: 4.0%  Matures: 06/01/2027Filer comment:  No longer held,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
8.6.16,Forsyth County GA General Obligation BondRate/Coupon: 5.0%  Matures: 03/01/2026,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.17,Georgia St General Obligation BondRate/Coupon: 4.0%  Matures: 01/01/2029Filer comment:  No longer held,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$201 - $1,000"
8.6.18,Georgia St General Obligation BondRate/Coupon: 4.503%  Matures: 11/01/2025,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.19,Greater Asheville NC Regl Arpt Auth Revenue BoneRate/Coupon: 5.25%  Matures: 07/01/2038,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
8.6.20,Hawaii St Arpt Auth Revenue BondRate/Coupon: 2.008%  Matures: 07/01/2024,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$201 - $1,000"
8.6.21,Hillsborough County FL Aviation Revenue BondRate/Coupon: 5.0%  Matures: 10/01/2033,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
8.6.22,Hillsborough County FL Revenue BondRate/Coupon: 2.164%  Matures: 08/01/2025,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
8.6.23,Idaho Health Facs Revenue BondRate/Coupon: 5.0%  Matures: 03/01/2037,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.24,Illinois St General Obligation BondRate/Coupon: 5.0%  Matures: 11/01/2024,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
8.6.25,Indiana Fin Auth Health Sys Revenue BondRate/Coupon: 2.25%  Matures: 12/01/2058,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
8.6.26,Indiana Mun Power Agency Revenue BondRate/Coupon: 5.0%  Matures: 01/01/2037,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.27,Kentucky Rural Water Fin Corp Revenue BondRate/Coupon: 3.5%  Matures: 08/01/2024,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
8.6.28,Las Vegas Valley NV Water Dist Revenue BondRate/Coupon: 5.0%  Matures: 06/01/2039,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.29,Lincoln Neb Elec Sys Revenue BondRate/Coupon: 5.0%  Matures: 09/01/2034,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.30,Love Field TX Airport Modernization Revenue BondRate/Coupon: 5.0%  Matures: 11/01/2031,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$201 - $1,000"
8.6.31,Madison AL General Obligation BondRate/Coupon: 5.0%  Matures: 12/01/2034,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
8.6.32,Madison WI Wtr Util Revenue BondRate/Coupon: 3.2%  Matures: 01/01/2031,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$201 - $1,000"
8.6.33,Maricopa County AZ Revenue BondRate/Coupon: 5.0%  Matures: 01/01/2033,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.34,Maricopa County AZ Revenue BondRate/Coupon: 5.0%  Matures: 01/01/2031,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$201 - $1,000"
8.6.35,Massachusetts St General Obligation BondRate/Coupon: 5.0%  Matures: 10/01/2038,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.36,Massachusetts St Wtr Res Auth Revenue BondRate/Coupon: 5.0%  Matures: 08/01/2030Filer comment:  No longer held,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$201 - $1,000"
8.6.37,Metropolitan Washington DC Arpts Auth Revenue BondRate/Coupon: 5.0%  Matures: 10/01/2030,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$2,501 - $5,000"
8.6.38,Michigan St Fin Auth Revenue BondRate/Coupon: 5.0%  Matures: 07/20/2023Filer comment:  No longer held,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
8.6.39,Michigan St Fin Auth Revenue BondRate/Coupon: 5.0%  Matures: 11/15/2034,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.40,Missouri St Health & Educational Facs Auth Revenue BondRate/Coupon: 4.0%  Matures: 11/15/2042,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
8.6.41,Montana St Fin Auth Hosp Revenue BondRate/Coupon: 5.0%  Matures: 02/15/2031,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
8.6.42,Montgomery County TX Toll Road Auth Revenue BondRate/Coupon: 5.0%  Matures: 09/15/2026Filer comment:  No longer held,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$201 - $1,000"
8.6.43,Montgomery County TX Indpt Sch Dist Revenue BondRate/Coupon: 4.0%  Matures: 02/15/2033,Government SecuritiesMunicipal Security,Joint,"$100,001 - $250,000","Interest,","$2,501 - $5,000"
8.6.44,Minneapolis-St. Paul MN Hsg & Redev Auth Revenue BondRate/Coupon: 5.0%  Matures: 11/15/2029Filer comment:  No longer held,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$201 - $1,000"
8.6.45,Nebraska Invt Hsg Fin Auth Revenue BondRate/Coupon: 4.125%  Matures: 09/01/2038,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
8.6.46,Nebraska Public Pwr Dist Revenue BondRate/Coupon: 2.216%  Matures: 01/01/2024,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
8.6.47,New York NY General Obligation BondRate/Coupon: 5.646%  Matures: 06/01/2027,Government SecuritiesMunicipal Security,Joint,"$1,001 - $15,000","Interest,","$201 - $1,000"
8.6.48,New York St Dorm Auth Revenue BondRate/Coupon: 1.748%  Matures: 03/15/2028,Government SecuritiesMunicipal Security,Joint,"$1,001 - $15,000","Interest,","$201 - $1,000"
8.6.49,Ohio St Hospital Facs Revenue BondRate/Coupon: 5.0%  Matures: 01/01/2031,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.50,Omaha Neb Public Pwr Dist Revenue BondRate/Coupon: 5.0%  Matures: 02/01/2031,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.51,Omaha Neb Public Pwr Dist Revenue BondRate/Coupon: 5.0%  Matures: 02/01/2034,Government SecuritiesMunicipal Security,Joint,"$100,001 - $250,000","Interest,","$2,501 - $5,000"
8.6.52,Omaha Neb Public Pwr Dist Revenue BondRate/Coupon: 5.0%  Matures: 02/01/2030,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$201 - $1,000"
8.6.53,Omaha Neb Public Pwr Dist Revenue BondRate/Coupon: 5.0%  Matures: 02/01/2036,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.54,Port Auth of NY & NJ Revenue BondRate/Coupon: 5.0%  Matures: 07/15/2032,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
8.6.55,Reedy Creek Improvement Dist FL Revenue BondRate/Coupon: 5.0%  Matures: 06/01/2024Filer comment:  No longer held,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$1,001 - $2,500"
8.6.56,Reedy Creek Improvement Dist FL Revenue BondRate/Coupon: 1.869%  Matures: 06/01/2026,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
8.6.57,Sarpy County Neb Sch Dist General Obligation BondRate/Coupon: 5.0%  Matures: 12/15/2035,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.58,Sarpy County Neb Sch Dist General Obligation BondRate/Coupon: 5.0%  Matures: 12/15/2027,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
8.6.59,South Broward FL Hosp Dist Revenue BondRate/Coupon: 5.0%  Matures: 05/01/2028Filer comment:  No longer held,Government SecuritiesMunicipal Security,Joint,"None (or less than $1,001)","Interest,","$201 - $1,000"
8.6.60,Southeast Cmnty College Area Neb Revenue BondRate/Coupon: 5.0%  Matures: 12/15/2027,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
8.6.61,Tallahassee FL Util Sys Revenue BondRate/Coupon: 5.0%  Matures: 10/01/2033,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$2,501 - $5,000"
8.6.62,Texas Tech Univ Revenue BondRate/Coupon: 2.939%  Matures: 02/15/2024,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.63,Texas St General Obligation BondRate/Coupon: 5.5%  Matures: 08/01/2030,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.64,Texas St Ref Mobility Fd BondRate/Coupon: 5.0%  Matures: 10/01/2035,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$2,501 - $5,000"
8.6.65,University of Illinois Revenue BondRate/Coupon: 5.0%  Matures: 04/01/2039,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
8.6.66,University of Nebraska Revenue BondRate/Coupon: 5.0%  Matures: 05/15/2029,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
8.6.67,Utah St Bd of Regents Revenue BondRate/Coupon: 5.847%  Matures: 08/01/2024,Government SecuritiesMunicipal Security,Joint,"$1,001 - $15,000","Interest,","$201 - $1,000"
8.6.68,Utah St Bd of Regents Revenue BondRate/Coupon: 1.99%  Matures: 11/01/2024,Government SecuritiesMunicipal Security,Joint,"$50,001 - $100,000","Interest,","$1,001 - $2,500"
8.6.69,Virginia Sm Business Fin Auth Revenue BondRate/Coupon: 5.05  Matures: 10/01/2040,Government SecuritiesMunicipal Security,Joint,"$15,001 - $50,000","Interest,","$1,001 - $2,500"
