Name,Office,Filing Year,Filing,Report URL
"Kean, Hon.. Thomas H. Jr..",NJ07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024685.pdf
"Kean, Hon.. Thomas H. Jr..",NJ07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025059.pdf
"Kean, Hon.. Thomas H. Jr..",NJ07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025291.pdf
"Kean, Hon.. Thomas H. Jr..",NJ07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025478.pdf
"Kean, Hon.. Thomas H. Jr..",NJ07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025671.pdf
"Kean, Hon.. Thomas H. Jr..",NJ07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025681.pdf
"Kean, Hon.. Thomas H. Jr..",NJ07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025886.pdf
"Kean, Hon.. Thomas H. Jr..",NJ07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026021.pdf
"Keating, Hon.. William R.",MA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20023767.pdf
"Keating, Hon.. William R.",MA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024445.pdf
"Keating, Hon.. William R.",MA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024668.pdf
"Keating, Hon.. William R.",MA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024852.pdf
"Keating, Hon.. William R.",MA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025119.pdf
"Keating, Hon.. William R.",MA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025226.pdf
"Keating, Hon.. William R.",MA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025891.pdf
"Keating, Hon.. William R.",MA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026091.pdf
"Kelly, Hon.. Mike",PA16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024300.pdf
"Kelly, Hon.. Mike",PA16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024494.pdf
"Kelly, Hon.. Mike",PA16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024654.pdf
"Kelly, Hon.. Mike",PA16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025280.pdf
"Kelly, Hon.. Mike",PA16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025281.pdf
"Kelly, Hon.. Mike",PA16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025660.pdf
"Kelly, Hon.. Mike",PA16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025661.pdf
"Kelly, Hon.. Mike",PA16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025773.pdf
"Kelly, Hon.. Mike",PA16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026023.pdf
"Kennedy, Hon.. Timothy",NY26,2024,New Filer,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10062077.pdf
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220127.pdf
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220173.pdf
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220192.pdf
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220252.pdf
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220451.pdf
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220534.pdf
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220570.pdf
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220626.pdf
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220660.pdf
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220674.pdf
"LaHood, Hon.. Darin McKay",IL16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025916.pdf
"Lamborn, Hon.. Doug",CO05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220177.pdf
"Lamborn, Hon.. Doug",CO05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220205.pdf
"Lamborn, Hon.. Doug",CO05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220312.pdf
"Lamborn, Hon.. Doug",CO05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220431.pdf
"Lamborn, Hon.. Doug",CO05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220589.pdf
"Lamborn, Hon.. Doug",CO05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220665.pdf
"Landsman, Hon.. Greg",OH01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025622.pdf
"Landsman, Hon.. Greg",OH01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025834.pdf
"Landsman, Hon.. Greg",OH01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025946.pdf
"Larsen, Hon.. Rick",WA02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024339.pdf
"Larsen, Hon.. Rick",WA02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024842.pdf
"Larsen, Hon.. Rick",WA02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025486.pdf
"Latta, Hon.. Robert E.",OH05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024505.pdf
"Latta, Hon.. Robert E.",OH05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024901.pdf
"Latta, Hon.. Robert E.",OH05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025238.pdf
"Latta, Hon.. Robert E.",OH05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025507.pdf
"Latta, Hon.. Robert E.",OH05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026165.pdf
"Lee, Hon.. Laurel",FL15,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025714.pdf
"Lee, Hon.. Laurel Mrs",FL15,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024249.pdf
"Lee, Hon.. Laurel Mrs",FL15,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025116.pdf
"Lee, Hon.. Laurel Mrs",FL15,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025546.pdf
"Lee, Hon.. Susie",NV03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025096.pdf
"Lynch, Hon.. Stephen F.",MA08,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025025.pdf
"Lynch, Hon.. Stephen F.",MA08,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025123.pdf
"Lynch, Hon.. Stephen F.",MA08,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025563.pdf
"Magaziner, Hon.. Seth",RI02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025372.pdf
"Malliotakis, Hon.. Nicole",NY11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220119.pdf
"Malliotakis, Hon.. Nicole",NY11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220508.pdf
"Mann, Hon.. Tracey Robert",KS01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024810.pdf
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024231.pdf
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024436.pdf
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024604.pdf
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024982.pdf
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025112.pdf
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025373.pdf
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025679.pdf
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025770.pdf
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025959.pdf
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026143.pdf
"Mast, Hon.. Brian",FL21,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024743.pdf
"Matsui, Hon.. Doris O.",CA07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024369.pdf
"Matsui, Hon.. Doris O.",CA07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025111.pdf
"Matsui, Hon.. Doris O.",CA07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025152.pdf
"Matsui, Hon.. Doris O.",CA07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025820.pdf
"McCarthy, Hon.. Kevin",Former Member (CA20),2024,Termination,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10056584.pdf
"McCaul, Hon.. Michael T.",TX10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220162.pdf
"McCaul, Hon.. Michael T.",TX10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220188.pdf
"McCaul, Hon.. Michael T.",TX10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220214.pdf
"McCaul, Hon.. Michael T.",TX10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220320.pdf
"McCaul, Hon.. Michael T.",TX10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220516.pdf
"McCaul, Hon.. Michael T.",TX10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220551.pdf
"McCaul, Hon.. Michael T.",TX10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220615.pdf
"McCaul, Hon.. Michael T.",TX10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220643.pdf
"McCaul, Hon.. Michael T.",TX10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220661.pdf
"McGarvey, Hon.. Morgan",KY03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025388.pdf
"McGarvey, Hon.. Morgan",KY03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025765.pdf
"McGarvey, Hon.. Morgan",KY03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025892.pdf
"Meuser, Hon.. Daniel",PA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024710.pdf
"Meuser, Hon.. Daniel",PA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025061.pdf
"Meuser, Hon.. Daniel",PA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025438.pdf
"Miller, Hon.. Carol Devine",WV01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025203.pdf
"Miller, Hon.. Carol Devine",WV01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025855.pdf
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024380.pdf
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024472.pdf
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024519.pdf
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024705.pdf
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024772.pdf
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025328.pdf
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025345.pdf
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025740.pdf
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025831.pdf
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026090.pdf
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026097.pdf
"Moore, Hon.. Blake",UT01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024354.pdf
"Moore, Hon.. Felix Barry",AL02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024836.pdf
"Moskowitz, Hon.. Jared",FL23,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024286.pdf
"Moskowitz, Hon.. Jared",FL23,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024672.pdf
"Moskowitz, Hon.. Jared",FL23,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025680.pdf
"Moskowitz, Hon.. Jared",FL23,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025712.pdf
"Newhouse, Hon.. Dan",WA04,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024917.pdf
"Norton, Hon.. Eleanor Holmes",DC00,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024876.pdf
"Norton, Hon.. Eleanor Holmes",DC00,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025052.pdf
"Norton, Hon.. Eleanor Holmes",DC00,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025053.pdf
"Norton, Hon.. Eleanor Holmes",DC00,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025107.pdf
"Norton, Hon.. Eleanor Holmes",DC00,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025789.pdf
"Paulina Luna, Hon.. Anna",FL13,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220118.pdf
"Paulina Luna, Hon.. Anna",FL13,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025103.pdf
"Pelosi, Hon.. Nancy",CA11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024542.pdf
"Pelosi, Hon.. Nancy",CA11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024625.pdf
"Pelosi, Hon.. Nancy",CA11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025368.pdf
"Pelosi, Hon.. Nancy",CA11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025535.pdf
"Pelosi, Hon.. Nancy",CA11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025819.pdf
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024316.pdf
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024477.pdf
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024662.pdf
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024837.pdf
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025037.pdf
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025285.pdf
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025424.pdf
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025576.pdf
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025827.pdf
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026016.pdf
"Phillips, Hon.. Dean",MN03,2024,Blind Trust,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/8220117.pdf
"Phillips, Hon.. Dean",MN03,2024,Blind Trust,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/8220232.pdf
"Phillips, Hon.. Dean",MN03,2024,Blind Trust,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/8220560.pdf
"Phillips, Hon.. Dean",MN03,2024,Blind Trust,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/8220662.pdf
"Phillips, Hon.. Dean",MN03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025240.pdf
"Phillips, Hon.. Dean",MN03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025466.pdf
"Pingree, Hon.. Chellie",ME01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024446.pdf
"Pingree, Hon.. Chellie",ME01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024846.pdf
"Pingree, Hon.. Chellie",ME01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025006.pdf
"Pingree, Hon.. Chellie",ME01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025371.pdf
"Pingree, Hon.. Chellie",ME01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025785.pdf
"Pocan, Hon.. Mark",WI02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024758.pdf
"Raskin, Hon.. Jamie",MD08,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025439.pdf
"Rogers, Hon.. Harold Dallas",KY05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220155.pdf
"Rogers, Hon.. Harold Dallas",KY05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220176.pdf
"Rogers, Hon.. Harold Dallas",KY05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220203.pdf
"Rogers, Hon.. Harold Dallas",KY05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220271.pdf
"Rogers, Hon.. Harold Dallas",KY05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220529.pdf
"Rogers, Hon.. Harold Dallas",KY05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220536.pdf
"Rogers, Hon.. Harold Dallas",KY05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220567.pdf
"Rogers, Hon.. Harold Dallas",KY05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220628.pdf
"Rogers, Hon.. Harold Dallas",KY05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220672.pdf
"Ross, Hon.. Deborah",NC02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024986.pdf
"Roy, Hon.. Chip",TX21,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024848.pdf
"Roy, Hon.. Chip",TX21,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025201.pdf
"Salazar, Hon.. Maria Elvira",FL27,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024296.pdf
"Salazar, Hon.. Maria Elvira",FL27,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024465.pdf
"Salazar, Hon.. Maria Elvira",FL27,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024649.pdf
"Salazar, Hon.. Maria Elvira",FL27,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025014.pdf
"Salazar, Hon.. Maria Elvira",FL27,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025236.pdf
"Salazar, Hon.. Maria Elvira",FL27,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025813.pdf
"Salazar, Hon.. Maria Elvira",FL27,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026184.pdf
"Sessions, Hon.. Pete",TX17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024212.pdf
"Sessions, Hon.. Pete",TX17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024375.pdf
"Sessions, Hon.. Pete",TX17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024632.pdf
"Sessions, Hon.. Pete",TX17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025115.pdf
"Sessions, Hon.. Pete",TX17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025214.pdf
"Sessions, Hon.. Pete",TX17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025848.pdf
"Sessions, Hon.. Pete",TX17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025867.pdf
"Sessions, Hon.. Pete",TX17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026126.pdf
"Sherrill, Hon.. Mikie",NJ11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025065.pdf
"Sherrill, Hon.. Mikie",NJ11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025087.pdf
"Smith, Hon.. Adrian",NE03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024577.pdf
"Spanberger, Hon.. Abigail",VA07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025205.pdf
"Spanberger, Hon.. Abigail",VA07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025224.pdf
"Spartz, Hon.. Victoria",IN05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024515.pdf
"Spartz, Hon.. Victoria",IN05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025519.pdf
"Spartz, Hon.. Victoria",IN05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026136.pdf
"Steube, Hon.. Greg",FL17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024660.pdf
"Steube, Hon.. Greg",FL17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024787.pdf
"Suozzi, Hon.. Thomas R.",NY03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024271.pdf
"Suozzi, Hon.. Thomas R.",NY03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026077.pdf
"Suozzi, Hon.. Thomas R.",NY03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026168.pdf
"Suozzi, Hon.. Thomas R.",NY03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026202.pdf
"Suozzi, Hon.. Thomas R.",NY03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026203.pdf
"Thanedar, Hon.. Shri",MI13,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024468.pdf
"Thanedar, Hon.. Shri",MI13,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024862.pdf
"Trone, Hon.. David",MD06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024730.pdf
"Wasserman Schultz, Hon.. Debbie",FL25,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024403.pdf
