Name,Office,Filing Year,Filing,Report URL,Found,Assets,Quotes
"Jackson, Hon.. Jonathan",IL01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024450.pdf,False,,
"Jackson, Hon.. Jonathan",IL01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024606.pdf,False,,
"Jackson, Hon.. Jonathan",IL01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024811.pdf,False,,
"Jackson, Hon.. Jonathan",IL01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025000.pdf,False,,
"Jackson, Hon.. Jonathan",IL01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025635.pdf,False,,
"Jackson, Hon.. Jonathan",IL01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025792.pdf,False,,
"Jackson, Hon.. Jonathan",IL01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025938.pdf,False,,
"James, Hon.. John",MI10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025719.pdf,False,,
"James, Hon.. John",MI10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025799.pdf,False,,
"Johnson, Hon.. Bill",Former Member (OH06 ),2023 - 2024,Extension,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/30019614.pdf,False,,
"Johnson, Hon.. Bill",Former Member (OH06),2024,Termination,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10056805.pdf,False,,
"Joyce, Hon.. David P.",OH14,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20021523.pdf,False,,
"Kean, Hon.. Thomas H. Jr..",NJ07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024309.pdf,False,,
"Kean, Hon.. Thomas H. Jr..",NJ07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024509.pdf,False,,
"Kean, Hon.. Thomas H. Jr..",NJ07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024685.pdf,False,,
"Kean, Hon.. Thomas H. Jr..",NJ07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025059.pdf,False,,
"Kean, Hon.. Thomas H. Jr..",NJ07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025291.pdf,False,,
"Kean, Hon.. Thomas H. Jr..",NJ07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025478.pdf,False,,
"Kean, Hon.. Thomas H. Jr..",NJ07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025671.pdf,False,,
"Kean, Hon.. Thomas H. Jr..",NJ07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025681.pdf,False,,
"Kean, Hon.. Thomas H. Jr..",NJ07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025886.pdf,False,,
"Kean, Hon.. Thomas H. Jr..",NJ07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026021.pdf,False,,
"Keating, Hon.. William R.",MA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20023767.pdf,False,,
"Keating, Hon.. William R.",MA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024445.pdf,False,,
"Keating, Hon.. William R.",MA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024668.pdf,False,,
"Keating, Hon.. William R.",MA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024852.pdf,False,,
"Keating, Hon.. William R.",MA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025119.pdf,False,,
"Keating, Hon.. William R.",MA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025226.pdf,False,,
"Keating, Hon.. William R.",MA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025891.pdf,False,,
"Keating, Hon.. William R.",MA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026091.pdf,False,,
"Kelly, Hon.. Mike",PA16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024300.pdf,False,,
"Kelly, Hon.. Mike",PA16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024494.pdf,False,,
"Kelly, Hon.. Mike",PA16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024654.pdf,False,,
"Kelly, Hon.. Mike",PA16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025280.pdf,False,,
"Kelly, Hon.. Mike",PA16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025281.pdf,False,,
"Kelly, Hon.. Mike",PA16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025660.pdf,False,,
"Kelly, Hon.. Mike",PA16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025661.pdf,False,,
"Kelly, Hon.. Mike",PA16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025773.pdf,False,,
"Kelly, Hon.. Mike",PA16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026023.pdf,False,,
"Kennedy, Hon.. Timothy",NY26,2024,New Filer,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10062077.pdf,False,,
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220127.pdf,False,,
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220173.pdf,False,,
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220192.pdf,False,,
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220252.pdf,False,,
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220451.pdf,False,,
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220534.pdf,False,,
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220570.pdf,True,Velodrome,
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220626.pdf,False,,
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220660.pdf,False,,
"Khanna, Hon.. Rohit",CA17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220674.pdf,False,,
"LaHood, Hon.. Darin McKay",IL16,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025916.pdf,False,,
"Lamborn, Hon.. Doug",CO05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220177.pdf,False,,
"Lamborn, Hon.. Doug",CO05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220205.pdf,False,,
"Lamborn, Hon.. Doug",CO05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220312.pdf,False,,
"Lamborn, Hon.. Doug",CO05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220431.pdf,False,,
"Lamborn, Hon.. Doug",CO05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220589.pdf,False,,
"Lamborn, Hon.. Doug",CO05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220665.pdf,False,,
"Landsman, Hon.. Greg",OH01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025622.pdf,False,,
"Landsman, Hon.. Greg",OH01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025834.pdf,False,,
"Landsman, Hon.. Greg",OH01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025946.pdf,False,,
"Larsen, Hon.. Rick",WA02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024339.pdf,False,,
"Larsen, Hon.. Rick",WA02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024842.pdf,False,,
"Larsen, Hon.. Rick",WA02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025486.pdf,False,,
"Latta, Hon.. Robert E.",OH05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024505.pdf,False,,
"Latta, Hon.. Robert E.",OH05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024901.pdf,False,,
"Latta, Hon.. Robert E.",OH05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025238.pdf,False,,
"Latta, Hon.. Robert E.",OH05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025507.pdf,False,,
"Latta, Hon.. Robert E.",OH05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026165.pdf,False,,
"Lee, Hon.. Laurel",FL15,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025714.pdf,False,,
"Lee, Hon.. Laurel Mrs",FL15,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024249.pdf,False,,
"Lee, Hon.. Laurel Mrs",FL15,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025116.pdf,False,,
"Lee, Hon.. Laurel Mrs",FL15,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025546.pdf,False,,
"Lee, Hon.. Susie",NV03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025096.pdf,False,,
"Lynch, Hon.. Stephen F.",MA08,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025025.pdf,False,,
"Lynch, Hon.. Stephen F.",MA08,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025123.pdf,False,,
"Lynch, Hon.. Stephen F.",MA08,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025563.pdf,False,,
"Magaziner, Hon.. Seth",RI02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025372.pdf,False,,
"Malliotakis, Hon.. Nicole",NY11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220119.pdf,False,,
"Malliotakis, Hon.. Nicole",NY11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220508.pdf,False,,
"Mann, Hon.. Tracey Robert",KS01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024810.pdf,False,,
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024231.pdf,False,,
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024436.pdf,False,,
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024604.pdf,False,,
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024982.pdf,False,,
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025112.pdf,False,,
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025373.pdf,False,,
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025679.pdf,False,,
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025770.pdf,False,,
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025959.pdf,False,,
"Manning, Hon.. Kathy",NC06,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026143.pdf,False,,
"Mast, Hon.. Brian",FL21,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024743.pdf,False,,
"Matsui, Hon.. Doris O.",CA07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024369.pdf,False,,
"Matsui, Hon.. Doris O.",CA07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025111.pdf,False,,
"Matsui, Hon.. Doris O.",CA07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025152.pdf,False,,
"Matsui, Hon.. Doris O.",CA07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025820.pdf,False,,
"McCarthy, Hon.. Kevin",Former Member (CA20),2024,Termination,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10056584.pdf,False,,
"McCaul, Hon.. Michael T.",TX10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220162.pdf,False,,
"McCaul, Hon.. Michael T.",TX10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220188.pdf,False,,
"McCaul, Hon.. Michael T.",TX10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220214.pdf,False,,
"McCaul, Hon.. Michael T.",TX10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220320.pdf,False,,
"McCaul, Hon.. Michael T.",TX10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220516.pdf,False,,
"McCaul, Hon.. Michael T.",TX10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220551.pdf,False,,
"McCaul, Hon.. Michael T.",TX10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220615.pdf,False,,
"McCaul, Hon.. Michael T.",TX10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220643.pdf,False,,
"McCaul, Hon.. Michael T.",TX10,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220661.pdf,False,,
"McGarvey, Hon.. Morgan",KY03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025388.pdf,False,,
"McGarvey, Hon.. Morgan",KY03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025765.pdf,False,,
"McGarvey, Hon.. Morgan",KY03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025892.pdf,False,,
"Meuser, Hon.. Daniel",PA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024710.pdf,False,,
"Meuser, Hon.. Daniel",PA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025061.pdf,False,,
"Meuser, Hon.. Daniel",PA09,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025438.pdf,False,,
"Miller, Hon.. Carol Devine",WV01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025203.pdf,False,,
"Miller, Hon.. Carol Devine",WV01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025855.pdf,False,,
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024380.pdf,False,,
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024472.pdf,False,,
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024519.pdf,False,,
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024705.pdf,False,,
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024772.pdf,False,,
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025328.pdf,False,,
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025345.pdf,False,,
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025740.pdf,False,,
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025831.pdf,False,,
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026090.pdf,False,,
"Miller, Hon.. Max",OH07,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026097.pdf,False,,
"Moore, Hon.. Blake",UT01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024354.pdf,False,,
"Moore, Hon.. Felix Barry",AL02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024836.pdf,True,Bitcoin,"Bitcoin  [CT] P 03/30/2024 04/09/2024 $1,001 - $15,000"
"Moskowitz, Hon.. Jared",FL23,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024286.pdf,False,,
"Moskowitz, Hon.. Jared",FL23,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024672.pdf,False,,
"Moskowitz, Hon.. Jared",FL23,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025680.pdf,False,,
"Moskowitz, Hon.. Jared",FL23,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025712.pdf,False,,
"Newhouse, Hon.. Dan",WA04,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024917.pdf,False,,
"Norton, Hon.. Eleanor Holmes",DC00,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024876.pdf,False,,
"Norton, Hon.. Eleanor Holmes",DC00,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025052.pdf,False,,
"Norton, Hon.. Eleanor Holmes",DC00,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025053.pdf,False,,
"Norton, Hon.. Eleanor Holmes",DC00,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025107.pdf,False,,
"Norton, Hon.. Eleanor Holmes",DC00,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025789.pdf,False,,
"Paulina Luna, Hon.. Anna",FL13,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220118.pdf,False,,
"Paulina Luna, Hon.. Anna",FL13,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025103.pdf,False,,
"Pelosi, Hon.. Nancy",CA11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024542.pdf,False,,
"Pelosi, Hon.. Nancy",CA11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024625.pdf,False,,
"Pelosi, Hon.. Nancy",CA11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025368.pdf,False,,
"Pelosi, Hon.. Nancy",CA11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025535.pdf,False,,
"Pelosi, Hon.. Nancy",CA11,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025819.pdf,False,,
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024316.pdf,False,,
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024477.pdf,False,,
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024662.pdf,False,,
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024837.pdf,False,,
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025037.pdf,False,,
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025285.pdf,False,,
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025424.pdf,False,,
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025576.pdf,False,,
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025827.pdf,False,,
"Peters, Hon.. Scott H.",CA50,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026016.pdf,False,,
"Phillips, Hon.. Dean",MN03,2024,Blind Trust,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/8220117.pdf,False,,
"Phillips, Hon.. Dean",MN03,2024,Blind Trust,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/8220232.pdf,False,,
"Phillips, Hon.. Dean",MN03,2024,Blind Trust,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/8220560.pdf,False,,
"Phillips, Hon.. Dean",MN03,2024,Blind Trust,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/8220662.pdf,False,,
"Phillips, Hon.. Dean",MN03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025240.pdf,False,,
"Phillips, Hon.. Dean",MN03,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025466.pdf,False,,
"Pingree, Hon.. Chellie",ME01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024446.pdf,False,,
"Pingree, Hon.. Chellie",ME01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024846.pdf,False,,
"Pingree, Hon.. Chellie",ME01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025006.pdf,False,,
"Pingree, Hon.. Chellie",ME01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025371.pdf,False,,
"Pingree, Hon.. Chellie",ME01,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025785.pdf,False,,
"Pocan, Hon.. Mark",WI02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024758.pdf,False,,
"Raskin, Hon.. Jamie",MD08,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025439.pdf,False,,
"Rogers, Hon.. Harold Dallas",KY05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220155.pdf,False,,
"Rogers, Hon.. Harold Dallas",KY05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220176.pdf,False,,
"Rogers, Hon.. Harold Dallas",KY05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220203.pdf,False,,
"Rogers, Hon.. Harold Dallas",KY05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220271.pdf,False,,
"Rogers, Hon.. Harold Dallas",KY05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220529.pdf,False,,
"Rogers, Hon.. Harold Dallas",KY05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220536.pdf,False,,
"Rogers, Hon.. Harold Dallas",KY05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220567.pdf,False,,
"Rogers, Hon.. Harold Dallas",KY05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220628.pdf,False,,
"Rogers, Hon.. Harold Dallas",KY05,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/8220672.pdf,False,,
"Ross, Hon.. Deborah",NC02,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024986.pdf,False,,
"Roy, Hon.. Chip",TX21,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024848.pdf,False,,
"Roy, Hon.. Chip",TX21,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025201.pdf,False,,
"Salazar, Hon.. Maria Elvira",FL27,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024296.pdf,False,,
"Salazar, Hon.. Maria Elvira",FL27,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024465.pdf,False,,
"Salazar, Hon.. Maria Elvira",FL27,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024649.pdf,False,,
"Salazar, Hon.. Maria Elvira",FL27,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025014.pdf,False,,
"Salazar, Hon.. Maria Elvira",FL27,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025236.pdf,False,,
"Salazar, Hon.. Maria Elvira",FL27,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025813.pdf,False,,
"Salazar, Hon.. Maria Elvira",FL27,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026184.pdf,False,,
"Sessions, Hon.. Pete",TX17,2024,PTR Original,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024212.pdf,False,,
